年月,縣市,用電性質,售電量(度),用電佔比(%)
11209,雲林縣,住宅,154252011,28.77
11209,雲林縣,服務業,91374516,17.04
11209,雲林縣,農林漁牧,44334861,8.27
11209,雲林縣,工業,246139807,45.91
11209,嘉義縣,住宅,104913299,34.61
11209,嘉義縣,服務業,57385951,18.93
11209,嘉義縣,農林漁牧,28572788,9.43
11209,嘉義縣,工業,112267901,37.04
11209,屏東縣,住宅,181252402,38.27
11209,屏東縣,服務業,116212112,24.54
11209,屏東縣,農林漁牧,65412873,13.81
11209,屏東縣,工業,110772146,23.39
11209,台東縣,住宅,43424866,44.07
11209,台東縣,服務業,40821607,41.42
11209,台東縣,農林漁牧,3058278,3.1
11209,台東縣,工業,11240062,11.41
11209,花蓮縣,住宅,72760947,30.66
11209,花蓮縣,服務業,75083592,31.64
11209,花蓮縣,農林漁牧,2865246,1.21
11209,花蓮縣,工業,86618973,36.5
11209,基隆市,住宅,79633648,51.56
11209,基隆市,服務業,54732849,35.44
11209,基隆市,農林漁牧,530184,0.34
11209,基隆市,工業,19555667,12.66
11209,新竹市,住宅,140673991,16.6
11209,新竹市,服務業,126209775,14.89
11209,新竹市,農林漁牧,993745,0.12
11209,新竹市,工業,579750527,68.4
11209,嘉義市,住宅,60116511,48.4
11209,嘉義市,服務業,55123210,44.38
11209,嘉義市,農林漁牧,790162,0.64
11209,嘉義市,工業,8173882,6.58
11209,澎湖縣,住宅,23850528,45.65
11209,澎湖縣,服務業,23017517,44.06
11209,澎湖縣,農林漁牧,469662,0.9
11209,澎湖縣,工業,4906719,9.39
11209,金門縣,住宅,16414556,46.72
11209,金門縣,服務業,14311803,40.74
11209,金門縣,農林漁牧,347712,0.99
11209,金門縣,工業,4057745,11.55
11209,連江縣,住宅,3690159,42.72
11209,連江縣,服務業,4159794,48.16
11209,連江縣,農林漁牧,10967,0.13
11209,連江縣,工業,777351,9
11208,新北市,住宅,949819756,44.61
11208,新北市,服務業,640732792,30.09
11208,新北市,農林漁牧,2119575,0.1
11208,新北市,工業,536710218,25.2
11208,台北市,住宅,576843395,37.17
11208,台北市,服務業,915758412,59.01
11208,台北市,農林漁牧,298365,0.02
11208,台北市,工業,58873409,3.79
11208,桃園市,住宅,580570375,21.44
11208,桃園市,服務業,459468032,16.97
11208,桃園市,農林漁牧,5746818,0.21
11208,桃園市,工業,1661660932,61.37
11208,台中市,住宅,681229113,21.83
11208,台中市,服務業,575789339,18.45
11208,台中市,農林漁牧,15573049,0.5
11208,台中市,工業,1847880831,59.22
11208,台南市,住宅,447689745,14.4
11208,台南市,服務業,304286619,9.79
11208,台南市,農林漁牧,42959814,1.38
11208,台南市,工業,2313784967,74.43
11208,高雄市,住宅,538188343,20.6
11208,高雄市,服務業,514444294,19.69
11208,高雄市,農林漁牧,22627436,0.87
11208,高雄市,工業,1537220076,58.84
11208,宜蘭縣,住宅,110305017,31.34
11208,宜蘭縣,服務業,87079337,24.74
11208,宜蘭縣,農林漁牧,7503378,2.13
11208,宜蘭縣,工業,147022064,41.78
11208,新竹縣,住宅,159268830,14.14
11208,新竹縣,服務業,112541875,9.99
11208,新竹縣,農林漁牧,2335229,0.21
11208,新竹縣,工業,852233832,75.66
11208,苗栗縣,住宅,115988882,16.24
11208,苗栗縣,服務業,70989592,9.94
11208,苗栗縣,農林漁牧,3390067,0.47
11208,苗栗縣,工業,523643338,73.34
11208,彰化縣,住宅,264081157,25.06
11208,彰化縣,服務業,222435813,21.11
11208,彰化縣,農林漁牧,52494558,4.98
11208,彰化縣,工業,514786427,48.85
11208,南投縣,住宅,98336262,35.35
11208,南投縣,服務業,65871706,23.68
11208,南投縣,農林漁牧,10289194,3.7
11208,南投縣,工業,103704862,37.28
11208,雲林縣,住宅,143798601,27.42
11208,雲林縣,服務業,83700558,15.96
11208,雲林縣,農林漁牧,43056047,8.21
11208,雲林縣,工業,253881575,48.41
11208,嘉義縣,住宅,90535258,30.77
11208,嘉義縣,服務業,52405111,17.81
11208,嘉義縣,農林漁牧,27417820,9.32
11208,嘉義縣,工業,123847829,42.1
11208,屏東縣,住宅,168580063,36.03
11208,屏東縣,服務業,115267622,24.64
11208,屏東縣,農林漁牧,66414507,14.19
11208,屏東縣,工業,117622990,25.14
11208,台東縣,住宅,46791422,45.92
11208,台東縣,服務業,40671590,39.92
11208,台東縣,農林漁牧,3083943,3.03
11208,台東縣,工業,11346699,11.14
11208,花蓮縣,住宅,73998963,31.24
11208,花蓮縣,服務業,72805362,30.74
11208,花蓮縣,農林漁牧,2791056,1.18
11208,花蓮縣,工業,87245534,36.84
11208,基隆市,住宅,85080457,53.43
11208,基隆市,服務業,53018744,33.3
11208,基隆市,農林漁牧,595846,0.37
11208,基隆市,工業,20529588,12.89
11208,新竹市,住宅,113304261,13.37
11208,新竹市,服務業,121338684,14.32
11208,新竹市,農林漁牧,979083,0.12
11208,新竹市,工業,611600511,72.19
11208,嘉義市,住宅,58131568,48.9
11208,嘉義市,服務業,51592899,43.4
11208,嘉義市,農林漁牧,832919,0.7
11208,嘉義市,工業,8330121,7.01
11208,澎湖縣,住宅,20662715,43.79
11208,澎湖縣,服務業,21030471,44.57
11208,澎湖縣,農林漁牧,441505,0.94
11208,澎湖縣,工業,5049180,10.7
11208,金門縣,住宅,13295220,43.84
11208,金門縣,服務業,12472201,41.13
11208,金門縣,農林漁牧,361510,1.19
11208,金門縣,工業,4197802,13.84
11208,連江縣,住宅,2913539,37.26
11208,連江縣,服務業,4072831,52.09
11208,連江縣,農林漁牧,10019,0.13
11208,連江縣,工業,822919,10.52
11207,新北市,住宅,790295012,40.09
11207,新北市,服務業,648069390,32.88
11207,新北市,農林漁牧,2377623,0.12
11207,新北市,工業,530405656,26.91
11207,台北市,住宅,498490672,33.49
11207,台北市,服務業,924113074,62.08
11207,台北市,農林漁牧,268989,0.02
11207,台北市,工業,65619843,4.41
11207,桃園市,住宅,417492928,16.63
11207,桃園市,服務業,442033110,17.61
11207,桃園市,農林漁牧,5332304,0.21
11207,桃園市,工業,1645719702,65.55
11207,台中市,住宅,587754759,19.36
11207,台中市,服務業,574630970,18.93
11207,台中市,農林漁牧,14840166,0.49
11207,台中市,工業,1858699672,61.22
11207,台南市,住宅,397243290,13.04
11207,台南市,服務業,299129941,9.82
11207,台南市,農林漁牧,42606767,1.4
11207,台南市,工業,2307946031,75.75
11207,高雄市,住宅,633162301,23.48
11207,高雄市,服務業,517710324,19.19
11207,高雄市,農林漁牧,22131179,0.82
11207,高雄市,工業,1524115679,56.51
11207,宜蘭縣,住宅,81515466,26.01
11207,宜蘭縣,服務業,86214776,27.51
11207,宜蘭縣,農林漁牧,7464788,2.38
11207,宜蘭縣,工業,138241774,44.11
11207,新竹縣,住宅,115996240,10.79
11207,新竹縣,服務業,104598738,9.73
11207,新竹縣,農林漁牧,2442672,0.23
11207,新竹縣,工業,851907686,79.25
11207,苗栗縣,住宅,108976183,15.5
11207,苗栗縣,服務業,71352386,10.15
11207,苗栗縣,農林漁牧,3434901,0.49
11207,苗栗縣,工業,519514124,73.87
11207,彰化縣,住宅,226751351,22.75
11207,彰化縣,服務業,211982661,21.27
11207,彰化縣,農林漁牧,51793809,5.2
11207,彰化縣,工業,506298726,50.79
11207,南投縣,住宅,70986831,29.01
11207,南投縣,服務業,61752604,25.23
11207,南投縣,農林漁牧,10425481,4.26
11207,南投縣,工業,101550435,41.5
11207,雲林縣,住宅,133133647,25.98
11207,雲林縣,服務業,86305967,16.84
11207,雲林縣,農林漁牧,43186932,8.43
11207,雲林縣,工業,249870665,48.76
11207,嘉義縣,住宅,90869704,31.42
11207,嘉義縣,服務業,53998987,18.67
11207,嘉義縣,農林漁牧,28013348,9.68
11207,嘉義縣,工業,116373238,40.23
11207,屏東縣,住宅,164823222,35.84
11207,屏東縣,服務業,115710570,25.16
11207,屏東縣,農林漁牧,67844776,14.75
11207,屏東縣,工業,111552368,24.25
11207,台東縣,住宅,35374374,39.56
11207,台東縣,服務業,39459654,44.13
11207,台東縣,農林漁牧,2875409,3.22
11207,台東縣,工業,11712296,13.1
11207,花蓮縣,住宅,57097918,26.23
11207,花蓮縣,服務業,71718827,32.95
11207,花蓮縣,農林漁牧,2788413,1.28
11207,花蓮縣,工業,86059518,39.54
11207,基隆市,住宅,58682078,44.85
11207,基隆市,服務業,52183395,39.88
11207,基隆市,農林漁牧,580912,0.44
11207,基隆市,工業,19407321,14.83
11207,新竹市,住宅,109970410,13.13
11207,新竹市,服務業,118526815,14.15
11207,新竹市,農林漁牧,945082,0.11
11207,新竹市,工業,608321768,72.61
11207,嘉義市,住宅,52620131,46.13
11207,嘉義市,服務業,52987263,46.45
11207,嘉義市,農林漁牧,702692,0.62
11207,嘉義市,工業,7755657,6.8
11207,澎湖縣,住宅,20299559,41.86
11207,澎湖縣,服務業,22725289,46.87
11207,澎湖縣,農林漁牧,440749,0.91
11207,澎湖縣,工業,5025081,10.36
11207,金門縣,住宅,13339188,42.87
11207,金門縣,服務業,13382402,43.01
11207,金門縣,農林漁牧,359901,1.16
11207,金門縣,工業,4035754,12.97
11207,連江縣,住宅,3181521,39.29
11207,連江縣,服務業,4085563,50.45
11207,連江縣,農林漁牧,10065,0.12
11207,連江縣,工業,821390,10.14
11206,新北市,住宅,603370819,36.91
11206,新北市,服務業,542620034,33.19
11206,新北市,農林漁牧,1618329,0.1
11206,新北市,工業,48720110,29.8
11206,台北市,住宅,364941199,29.96
11206,台北市,服務業,802060961,65.84
11206,台北市,農林漁牧,235745,0.02
11206,台北市,工業,50918436,4.18
11206,桃園市,住宅,380157260,16.22
11206,桃園市,服務業,393940699,16.81
11206,桃園市,農林漁牧,4431433,0.19
11206,桃園市,工業,1564807607,66.78
11206,台中市,住宅,470447816,16.92
11206,台中市,服務業,515856002,18.55
11206,台中市,農林漁牧,13510202,0.49
11206,台中市,工業,1781139553,64.05
11206,台南市,住宅,326444779,11.64
11206,台南市,服務業,279195944,9.95
11206,台南市,農林漁牧,36447157,1.3
11206,台南市,工業,2163287276,77.11
11206,高雄市,住宅,404173691,16.81
11206,高雄市,服務業,482356983,20.07
11206,高雄市,農林漁牧,19976813,0.83
11206,高雄市,工業,1497415413,62.29
11206,宜蘭縣,住宅,71373242,25.38
11206,宜蘭縣,服務業,70485366,25.07
11206,宜蘭縣,農林漁牧,5931360,2.11
11206,宜蘭縣,工業,133419269,47.44
11206,新竹縣,住宅,101838363,10.18
11206,新竹縣,服務業,95623180,9.56
11206,新竹縣,農林漁牧,1746361,0.17
11206,新竹縣,工業,800720981,80.08
11206,苗栗縣,住宅,74196112,11.96
11206,苗栗縣,服務業,60711422,9.79
11206,苗栗縣,農林漁牧,2696066,0.43
11206,苗栗縣,工業,482825502,77.82
11206,彰化縣,住宅,183414472,20.58
11206,彰化縣,服務業,199548373,22.39
11206,彰化縣,農林漁牧,41315879,4.64
11206,彰化縣,工業,466854989,52.39
11206,南投縣,住宅,76154459,31.21
11206,南投縣,服務業,60784623,24.91
11206,南投縣,農林漁牧,9390829,3.85
11206,南投縣,工業,97689496,40.03
11206,雲林縣,住宅,109153990,23.76
11206,雲林縣,服務業,74420067,16.2
11206,雲林縣,農林漁牧,35171602,7.66
11206,雲林縣,工業,240689966,52.39
11206,嘉義縣,住宅,69772108,27.26
11206,嘉義縣,服務業,48935132,19.12
11206,嘉義縣,農林漁牧,23874156,9.33
11206,嘉義縣,工業,113356281,44.29
11206,屏東縣,住宅,130244854,31.96
11206,屏東縣,服務業,107073179,26.28
11206,屏東縣,農林漁牧,60868510,14.94
11206,屏東縣,工業,109314071,26.83
11206,台東縣,住宅,34040877,41.16
11206,台東縣,服務業,35075621,42.41
11206,台東縣,農林漁牧,2370449,2.87
11206,台東縣,工業,11215186,13.56
11206,花蓮縣,住宅,51138670,26.99
11206,花蓮縣,服務業,63501169,33.52
11206,花蓮縣,農林漁牧,2183195,1.15
11206,花蓮縣,工業,72641886,38.34
11206,基隆市,住宅,52753473,45.21
11206,基隆市,服務業,45139093,38.69
11206,基隆市,農林漁牧,513714,0.44
11206,基隆市,工業,18275201,15.66
11206,新竹市,住宅,71092339,9.19
11206,新竹市,服務業,107863564,13.95
11206,新竹市,農林漁牧,836544,0.11
11206,新竹市,工業,593643037,76.75
11206,嘉義市,住宅,41018662,43.08
11206,嘉義市,服務業,46455862,48.79
11206,嘉義市,農林漁牧,619100,0.65
11206,嘉義市,工業,7125306,7.48
11206,澎湖縣,住宅,14402914,38.39
11206,澎湖縣,服務業,18110884,48.27
11206,澎湖縣,農林漁牧,357510,0.95
11206,澎湖縣,工業,4644923,12.38
11206,金門縣,住宅,9027539,37.63
11206,金門縣,服務業,10836982,45.18
11206,金門縣,農林漁牧,293282,1.22
11206,金門縣,工業,3830499,15.97
11206,連江縣,住宅,2027729,32.67
11206,連江縣,服務業,3408175,54.91
11206,連江縣,農林漁牧,7894,0.13
11206,連江縣,工業,763133,12.29
11205,新北市,住宅,567767747,35.65
11205,新北市,服務業,533189085,33.48
11205,新北市,農林漁牧,1948523,0.12
11205,新北市,工業,489545329,30.74
11205,台北市,住宅,354080466,29.91
11205,台北市,服務業,774260350,65.41
11205,台北市,農林漁牧,247054,0.02
11205,台北市,工業,55199157,4.66
11205,桃園市,住宅,323946570,14.38
11205,桃園市,服務業,359318708,15.95
11205,桃園市,農林漁牧,4008671,0.18
11205,桃園市,工業,1566026364,69.5
11205,台中市,住宅,426498402,15.65
11205,台中市,服務業,486080163,17.84
11205,台中市,農林漁牧,13712133,0.5
11205,台中市,工業,1798108796,66
11205,台南市,住宅,290166007,10.5
11205,台南市,服務業,267689608,9.69
11205,台南市,農林漁牧,33674401,1.22
11205,台南市,工業,2171387529,78.59
11205,高雄市,住宅,465965144,18.5
11205,高雄市,服務業,472627079,18.77
11205,高雄市,農林漁牧,20482330,0.81
11205,高雄市,工業,1559478110,61.92
11205,宜蘭縣,住宅,63344539,23.05
11205,宜蘭縣,服務業,69867530,25.42
11205,宜蘭縣,農林漁牧,5458759,1.99
11205,宜蘭縣,工業,136152718,49.54
11205,新竹縣,住宅,86131744,8.75
11205,新竹縣,服務業,85281461,8.66
11205,新竹縣,農林漁牧,1733197,0.18
11205,新竹縣,工業,811306715,82.41
11205,苗栗縣,住宅,76958019,12.59
11205,苗栗縣,服務業,58644231,9.59
11205,苗栗縣,農林漁牧,2480806,0.41
11205,苗栗縣,工業,473277849,77.41
11205,彰化縣,住宅,175200038,19.82
11205,彰化縣,服務業,187132045,21.17
11205,彰化縣,農林漁牧,37205695,4.21
11205,彰化縣,工業,484404390,54.8
11205,南投縣,住宅,60035596,27.13
11205,南投縣,服務業,54198728,24.49
11205,南投縣,農林漁牧,9236197,4.17
11205,南投縣,工業,97798648,44.2
11205,雲林縣,住宅,106223878,23.03
11205,雲林縣,服務業,74687022,16.19
11205,雲林縣,農林漁牧,33448201,7.25
11205,雲林縣,工業,246846357,53.52
11205,嘉義縣,住宅,71752706,26.93
11205,嘉義縣,服務業,48764565,18.3
11205,嘉義縣,農林漁牧,22958342,8.62
11205,嘉義縣,工業,122931448,46.14
11205,屏東縣,住宅,131018289,31.81
11205,屏東縣,服務業,103536277,25.14
11205,屏東縣,農林漁牧,62407018,15.15
11205,屏東縣,工業,114913060,27.9
11205,台東縣,住宅,28893789,38.37
11205,台東縣,服務業,33550973,44.56
11205,台東縣,農林漁牧,2425838,3.22
11205,台東縣,工業,10428912,13.85
11205,花蓮縣,住宅,46079720,25.59
11205,花蓮縣,服務業,60911195,33.83
11205,花蓮縣,農林漁牧,2139320,1.19
11205,花蓮縣,工業,70927074,39.39
11205,基隆市,住宅,45238967,42.66
11205,基隆市,服務業,42047073,39.65
11205,基隆市,農林漁牧,440201,0.42
11205,基隆市,工業,18314485,17.27
11205,新竹市,住宅,75506045,9.82
11205,新竹市,服務業,101662426,13.22
11205,新竹市,農林漁牧,775448,0.1
11205,新竹市,工業,591227466,76.87
11205,嘉義市,住宅,37743880,41.27
11205,嘉義市,服務業,46128480,50.43
11205,嘉義市,農林漁牧,536914,0.59
11205,嘉義市,工業,7056965,7.72
11205,澎湖縣,住宅,14237739,37.93
11205,澎湖縣,服務業,18412697,49.05
11205,澎湖縣,農林漁牧,342971,0.91
11205,澎湖縣,工業,4546256,12.11
11205,金門縣,住宅,10233649,41.34
11205,金門縣,服務業,10664226,43.08
11205,金門縣,農林漁牧,264209,1.07
11205,金門縣,工業,3591028,14.51
11205,連江縣,住宅,2525335,40.17
11205,連江縣,服務業,3040396,48.36
11205,連江縣,農林漁牧,7337,0.12
11205,連江縣,工業,713967,11.36
11204,新北市,住宅,570483579,38.9
11204,新北市,服務業,453493369,30.92
11204,新北市,農林漁牧,1454054,0.1
11204,新北市,工業,441006420,30.07
11204,台北市,住宅,331902841,32.06
11204,台北市,服務業,658930744,63.66
11204,台北市,農林漁牧,224721,0.02
11204,台北市,工業,44056479,4.26
11204,桃園市,住宅,379130072,17.43
11204,桃園市,服務業,321635383,14.79
11204,桃園市,農林漁牧,3919502,0.18
11204,桃園市,工業,1470093387,67.6
11204,台中市,住宅,421250409,16.44
11204,台中市,服務業,426999086,16.66
11204,台中市,農林漁牧,12858341,0.5
11204,台中市,工業,1701358900,66.4
11204,台南市,住宅,274242254,10.73
11204,台南市,服務業,236819393,9.26
11204,台南市,農林漁牧,31189297,1.22
11204,台南市,工業,2014483825,78.79
11204,高雄市,住宅,327081574,14.06
11204,高雄市,服務業,412869909,17.75
11204,高雄市,農林漁牧,19622179,0.84
11204,高雄市,工業,1566136784,67.34
11204,宜蘭縣,住宅,71065669,26.16
11204,宜蘭縣,服務業,61041397,22.47
11204,宜蘭縣,農林漁牧,4833607,1.78
11204,宜蘭縣,工業,134695562,49.59
11204,新竹縣,住宅,99333034,10.5
11204,新竹縣,服務業,79774375,8.43
11204,新竹縣,農林漁牧,1426258,0.15
11204,新竹縣,工業,765804518,80.92
11204,苗栗縣,住宅,71321407,12.86
11204,苗栗縣,服務業,51744698,9.33
11204,苗栗縣,農林漁牧,2621019,0.47
11204,苗栗縣,工業,428749086,77.33
11204,彰化縣,住宅,173787556,20.93
11204,彰化縣,服務業,176113088,21.21
11204,彰化縣,農林漁牧,34525847,4.16
11204,彰化縣,工業,445894737,53.7
11204,南投縣,住宅,71743146,32.91
11204,南投縣,服務業,50918394,23.36
11204,南投縣,農林漁牧,8812934,4.04
